Orthogroup	Species	Bacillus_subtilis_aa	Orthologs
OG0000829	Rhodococcus_erythropolis_aa	CAB12872.1	ALU69052.1
OG0000830	Deinococcus_radiodurans_aa	CAB12877.1	UDL01481.1
OG0000830	Rhodococcus_erythropolis_aa	CAB12877.1	ALU71300.1
OG0000832	Rhodococcus_erythropolis_aa	CAB12895.1, CAB15815.1	ALU67972.1
OG0000833	Deinococcus_radiodurans_aa	CAB12898.1, CAB14305.2	UDL02174.1
OG0000834	Deinococcus_radiodurans_aa	CAB12904.3	UDL00980.1
OG0000834	Rhodococcus_erythropolis_aa	CAB12904.3	ALU69948.1
OG0000835	Rhodococcus_erythropolis_aa	CAB12905.2	ALU69949.1
OG0000835	Deinococcus_radiodurans_aa	CAB12905.2	UDL00981.1
OG0000836	Deinococcus_radiodurans_aa	CAB12906.1	UDL01493.1, UDL01698.1
OG0000838	Rhodococcus_erythropolis_aa	CAB12920.1	ALU70570.1
OG0000838	Deinococcus_radiodurans_aa	CAB12920.1	UDL00021.1
OG0000839	Deinococcus_radiodurans_aa	CAB12932.2, CAB13433.1	UDL01796.1
OG0000840	Rhodococcus_erythropolis_aa	CAB12956.1	ALU71032.1
OG0000840	Deinococcus_radiodurans_aa	CAB12956.1	UDL01195.1
OG0000841	Rhodococcus_erythropolis_aa	CAB12958.3	ALU67988.1, ALU67859.1
OG0000842	Rhodococcus_erythropolis_aa	CAB12960.2	ALU70808.1
OG0000842	Deinococcus_radiodurans_aa	CAB12960.2	UDL00108.1
OG0000843	Deinococcus_radiodurans_aa	CAB12961.2	UDL00782.1
OG0000843	Rhodococcus_erythropolis_aa	CAB12961.2	ALU70809.1
OG0000844	Rhodococcus_erythropolis_aa	CAB12962.1	ALU70810.1
OG0000844	Deinococcus_radiodurans_aa	CAB12962.1	UDL01455.1
OG0000845	Rhodococcus_erythropolis_aa	CAB12966.1	ALU70812.1
OG0000845	Deinococcus_radiodurans_aa	CAB12966.1	UDK99291.1
OG0000846	Deinococcus_radiodurans_aa	CAB12975.1	UDL00993.1
OG0000846	Rhodococcus_erythropolis_aa	CAB12975.1	ALU70467.1
OG0000847	Rhodococcus_erythropolis_aa	CAB12999.1	ALU71878.1
OG0000847	Deinococcus_radiodurans_aa	CAB12999.1	UDK99738.1
OG0000848	Rhodococcus_erythropolis_aa	CAB13153.2, CAB13000.1	ALU67749.1
OG0000850	Rhodococcus_erythropolis_aa	CAB13013.1	ALU70321.1
OG0000850	Deinococcus_radiodurans_aa	CAB13013.1	UDL00147.1
OG0000851	Rhodococcus_erythropolis_aa	CAB14932.1, CAB13018.1	ALU70827.1
OG0000852	Rhodococcus_erythropolis_aa	CAB13020.1	ALU71128.1
OG0000852	Deinococcus_radiodurans_aa	CAB13020.1	UDL01273.1
OG0000853	Rhodococcus_erythropolis_aa	CAB13026.1	ALU72392.1
OG0000853	Deinococcus_radiodurans_aa	CAB13026.1	UDL01945.1
OG0000854	Rhodococcus_erythropolis_aa	CAB13028.1	ALU72387.1
OG0000854	Deinococcus_radiodurans_aa	CAB13028.1	UDL01944.1
OG0000855	Deinococcus_radiodurans_aa	CAB13029.2	UDL01016.1
OG0000855	Rhodococcus_erythropolis_aa	CAB13029.2	ALU71017.1
OG0000856	Rhodococcus_erythropolis_aa	CAB13080.1	ALU69988.1, ALU71701.1
OG0000862	Rhodococcus_erythropolis_aa	CAB13149.2	ALU72873.1
OG0000862	Deinococcus_radiodurans_aa	CAB13149.2	UDL00909.1
OG0000863	Deinococcus_radiodurans_aa	CAB13154.2, CAB13809.1	UDL01742.1
OG0000864	Deinococcus_radiodurans_aa	CAB13155.1	UDL00935.1
OG0000864	Rhodococcus_erythropolis_aa	CAB13155.1	ALU68824.1
OG0000865	Deinococcus_radiodurans_aa	CAB13161.1	UDL02010.1
OG0000865	Rhodococcus_erythropolis_aa	CAB13161.1	ALU68697.1
OG0000866	Deinococcus_radiodurans_aa	CAB13746.2, CAB13165.1	UDL01456.1
OG0000867	Rhodococcus_erythropolis_aa	CAB13168.2	ALU73458.1
OG0000867	Deinococcus_radiodurans_aa	CAB13168.2	UDK99764.1
OG0000868	Deinococcus_radiodurans_aa	CAB13169.2	UDL00893.1
OG0000868	Rhodococcus_erythropolis_aa	CAB13169.2	ALU70356.1
OG0000869	Rhodococcus_erythropolis_aa	CAB13170.2	ALU70367.1
OG0000869	Deinococcus_radiodurans_aa	CAB13170.2	UDL00892.1
OG0000870	Rhodococcus_erythropolis_aa	CAB13175.2	ALU72299.1, ALU69479.1
OG0000871	Rhodococcus_erythropolis_aa	CAB13182.1	ALU69786.1
OG0000871	Deinococcus_radiodurans_aa	CAB13182.1	UDK99911.1
OG0000872	Deinococcus_radiodurans_aa	CAB13192.2, CAB14110.1	UDL00212.1
OG0000873	Rhodococcus_erythropolis_aa	CAB13222.1, CAB15904.1	ALU72164.1
OG0000874	Deinococcus_radiodurans_aa	CAB13223.1, CAB15088.1	UDL00748.1
OG0000875	Deinococcus_radiodurans_aa	CAB13303.1	UDL01598.1
OG0000875	Rhodococcus_erythropolis_aa	CAB13303.1	ALU71630.1
OG0000876	Deinococcus_radiodurans_aa	CAB13312.1	UDL02201.1
OG0000876	Rhodococcus_erythropolis_aa	CAB13312.1	ALU71275.1
OG0000877	Rhodococcus_erythropolis_aa	CAB13313.1	ALU71276.1
OG0000877	Deinococcus_radiodurans_aa	CAB13313.1	UDL02200.1
OG0000879	Deinococcus_radiodurans_aa	CAB15087.1, CAB13324.1	UDL00746.1
OG0000880	Deinococcus_radiodurans_aa	CAB13332.1	UDL00125.1
OG0000880	Rhodococcus_erythropolis_aa	CAB13332.1	ALU68259.1
OG0000881	Rhodococcus_erythropolis_aa	CAB13340.1	ALU71232.1
OG0000881	Deinococcus_radiodurans_aa	CAB13340.1	UDL00780.1
OG0000882	Deinococcus_radiodurans_aa	CAB13350.1	UDL00328.1
OG0000882	Rhodococcus_erythropolis_aa	CAB13350.1	ALU69984.1
OG0000883	Rhodococcus_erythropolis_aa	CAB13362.1, CAB15843.2	ALU70542.1
OG0000884	Rhodococcus_erythropolis_aa	CAB15841.1, CAB13364.1	ALU70549.1
OG0000885	Rhodococcus_erythropolis_aa	CAB13374.2	ALU71542.1
OG0000885	Deinococcus_radiodurans_aa	CAB13374.2	UDK99821.1
OG0000886	Rhodococcus_erythropolis_aa	CAB13375.1	ALU71541.1
OG0000886	Deinococcus_radiodurans_aa	CAB13375.1	UDK99820.1
OG0000887	Rhodococcus_erythropolis_aa	CAB13377.1	ALU69341.1, ALU68620.1
OG0000888	Deinococcus_radiodurans_aa	CAB13386.1	UDL00930.1
OG0000888	Rhodococcus_erythropolis_aa	CAB13386.1	ALU70580.1
OG0000889	Deinococcus_radiodurans_aa	CAB13393.1	UDL01503.1
OG0000889	Rhodococcus_erythropolis_aa	CAB13393.1	ALU70587.1
OG0000890	Rhodococcus_erythropolis_aa	CAB13395.2	ALU70589.1
OG0000890	Deinococcus_radiodurans_aa	CAB13395.2	UDK99804.1
OG0000891	Rhodococcus_erythropolis_aa	CAB13396.1	ALU72269.1
OG0000891	Deinococcus_radiodurans_aa	CAB13396.1	UDK99806.1
OG0000892	Rhodococcus_erythropolis_aa	CAB13399.2	ALU68189.1, ALU70864.1
OG0000893	Deinococcus_radiodurans_aa	CAB13402.2	UDK99809.1
OG0000893	Rhodococcus_erythropolis_aa	CAB13402.2	ALU70592.1
OG0000894	Rhodococcus_erythropolis_aa	CAB13411.1	ALU70593.1
OG0000894	Deinococcus_radiodurans_aa	CAB13411.1	UDL01015.1
OG0000895	Rhodococcus_erythropolis_aa	CAB13412.1	ALU70594.1
OG0000895	Deinococcus_radiodurans_aa	CAB13412.1	UDL00482.1
OG0000896	Deinococcus_radiodurans_aa	CAB13417.2	UDL00451.1
OG0000896	Rhodococcus_erythropolis_aa	CAB13417.2	ALU70600.1
OG0000898	Deinococcus_radiodurans_aa	CAB13419.1	UDL01407.1
OG0000898	Rhodococcus_erythropolis_aa	CAB13419.1	ALU70607.1
OG0000899	Deinococcus_radiodurans_aa	CAB13421.1	UDL00246.1
OG0000899	Rhodococcus_erythropolis_aa	CAB13421.1	ALU71093.1
OG0000900	Rhodococcus_erythropolis_aa	CAB13423.2	ALU71092.1
OG0000900	Deinococcus_radiodurans_aa	CAB13423.2	UDL00245.1
OG0000901	Rhodococcus_erythropolis_aa	CAB13424.2	ALU71091.1
OG0000901	Deinococcus_radiodurans_aa	CAB13424.2	UDL00242.1
OG0000902	Deinococcus_radiodurans_aa	CAB13428.1	UDK99683.1
OG0000902	Rhodococcus_erythropolis_aa	CAB13428.1	ALU70881.1
OG0000903	Rhodococcus_erythropolis_aa	CAB13430.1	ALU72477.1
OG0000903	Deinococcus_radiodurans_aa	CAB13430.1	UDK99631.1
OG0000904	Rhodococcus_erythropolis_aa	CAB13436.1	ALU70395.1, ALU71700.1
OG0000905	Deinococcus_radiodurans_aa	CAB13441.2	UDL01311.1
OG0000905	Rhodococcus_erythropolis_aa	CAB13441.2	ALU71084.1
OG0000906	Deinococcus_radiodurans_aa	CAB13443.1	UDK99760.1
OG0000906	Rhodococcus_erythropolis_aa	CAB13443.1	ALU71082.1
OG0000907	Deinococcus_radiodurans_aa	CAB13444.1	UDL01597.1
OG0000907	Rhodococcus_erythropolis_aa	CAB13444.1	ALU71080.1
OG0000908	Deinococcus_radiodurans_aa	CAB13445.1	UDL01447.1
OG0000908	Rhodococcus_erythropolis_aa	CAB13445.1	ALU72382.1
OG0000909	Rhodococcus_erythropolis_aa	CAB13446.1	ALU71075.1
OG0000909	Deinococcus_radiodurans_aa	CAB13446.1	UDL01448.1
OG0000910	Deinococcus_radiodurans_aa	CAB13447.1	UDL01198.1
OG0000910	Rhodococcus_erythropolis_aa	CAB13447.1	ALU71074.1
OG0000911	Rhodococcus_erythropolis_aa	CAB13448.1	ALU71487.1
OG0000911	Deinococcus_radiodurans_aa	CAB13448.1	UDL00082.1
OG0000912	Deinococcus_radiodurans_aa	CAB13449.1	UDL01519.1
OG0000912	Rhodococcus_erythropolis_aa	CAB13449.1	ALU68183.1
OG0000913	Rhodococcus_erythropolis_aa	CAB13452.1	ALU71072.1
OG0000913	Deinococcus_radiodurans_aa	CAB13452.1	UDL00512.1
OG0000914	Deinococcus_radiodurans_aa	CAB13457.1	UDK99578.1
OG0000914	Rhodococcus_erythropolis_aa	CAB13457.1	ALU71545.1
OG0000915	Rhodococcus_erythropolis_aa	CAB13459.1	ALU71466.1
OG0000915	Deinococcus_radiodurans_aa	CAB13459.1	UDK99566.1
OG0000916	Deinococcus_radiodurans_aa	CAB13465.1	UDL00994.1
OG0000916	Rhodococcus_erythropolis_aa	CAB13465.1	ALU70468.1
OG0000917	Rhodococcus_erythropolis_aa	CAB13466.1	ALU71537.1
OG0000917	Deinococcus_radiodurans_aa	CAB13466.1	UDL01303.1
OG0000918	Rhodococcus_erythropolis_aa	CAB13467.2	ALU71532.1
OG0000918	Deinococcus_radiodurans_aa	CAB13467.2	UDL00572.1
OG0000919	Deinococcus_radiodurans_aa	CAB13468.1	UDL01283.1
OG0000919	Rhodococcus_erythropolis_aa	CAB13468.1	ALU71531.1
OG0000920	Rhodococcus_erythropolis_aa	CAB13471.1	ALU71527.1
OG0000920	Deinococcus_radiodurans_aa	CAB13471.1	UDL00902.1
OG0000921	Rhodococcus_erythropolis_aa	CAB13472.1	ALU71525.1
OG0000921	Deinococcus_radiodurans_aa	CAB13472.1	UDL00414.1
OG0000922	Deinococcus_radiodurans_aa	CAB13473.1	UDL01054.1
OG0000922	Rhodococcus_erythropolis_aa	CAB13473.1	ALU71524.1
OG0000923	Rhodococcus_erythropolis_aa	CAB13475.1	ALU71523.1
OG0000923	Deinococcus_radiodurans_aa	CAB13475.1	UDL01055.1
OG0000924	Deinococcus_radiodurans_aa	CAB13476.1	UDL01056.1
OG0000924	Rhodococcus_erythropolis_aa	CAB13476.1	ALU71522.1
OG0000925	Deinococcus_radiodurans_aa	CAB13477.2	UDK99923.1
OG0000925	Rhodococcus_erythropolis_aa	CAB13477.2	ALU71512.1
OG0000926	Rhodococcus_erythropolis_aa	CAB13479.1	ALU71510.1
OG0000926	Deinococcus_radiodurans_aa	CAB13479.1	UDL01001.1
OG0000927	Rhodococcus_erythropolis_aa	CAB13482.1	ALU69755.1
OG0000927	Deinococcus_radiodurans_aa	CAB13482.1	UDL00371.1
OG0000928	Deinococcus_radiodurans_aa	CAB13483.1	UDL00372.1
OG0000928	Rhodococcus_erythropolis_aa	CAB13483.1	ALU69756.1
OG0000929	Deinococcus_radiodurans_aa	CAB13484.1	UDK99326.1
OG0000929	Rhodococcus_erythropolis_aa	CAB13484.1	ALU71502.1
OG0000931	Deinococcus_radiodurans_aa	CAB13522.1	UDL00611.1
OG0000931	Rhodococcus_erythropolis_aa	CAB13522.1	ALU71495.1
OG0000932	Deinococcus_radiodurans_aa	CAB13523.1	UDL00610.1
OG0000932	Rhodococcus_erythropolis_aa	CAB13523.1	ALU71494.1
OG0000933	Deinococcus_radiodurans_aa	CAB13524.2	UDL00609.1
OG0000933	Rhodococcus_erythropolis_aa	CAB13524.2	ALU71493.1
OG0000934	Rhodococcus_erythropolis_aa	CAB13525.1	ALU71492.1
OG0000934	Deinococcus_radiodurans_aa	CAB13525.1	UDL00608.1
OG0000935	Deinococcus_radiodurans_aa	CAB13527.1	UDL00607.1
OG0000935	Rhodococcus_erythropolis_aa	CAB13527.1	ALU71491.1
OG0000936	Rhodococcus_erythropolis_aa	CAB13528.2	ALU71485.1
OG0000936	Deinococcus_radiodurans_aa	CAB13528.2	UDL00606.1
OG0000937	Rhodococcus_erythropolis_aa	CAB13529.1	ALU71484.1
OG0000937	Deinococcus_radiodurans_aa	CAB13529.1	UDL00605.1
OG0000938	Deinococcus_radiodurans_aa	CAB13532.1	UDL00865.1
OG0000938	Rhodococcus_erythropolis_aa	CAB13532.1	ALU71408.1
OG0000939	Deinococcus_radiodurans_aa	CAB13533.1	UDL00866.1
OG0000939	Rhodococcus_erythropolis_aa	CAB13533.1	ALU71407.1
OG0000940	Rhodococcus_erythropolis_aa	CAB13538.1	ALU71402.1
OG0000940	Deinococcus_radiodurans_aa	CAB13538.1	UDL00059.1
OG0000941	Deinococcus_radiodurans_aa	CAB13539.1	UDL00442.1
OG0000941	Rhodococcus_erythropolis_aa	CAB13539.1	ALU71397.1
OG0000942	Rhodococcus_erythropolis_aa	CAB13540.1	ALU71394.1
OG0000942	Deinococcus_radiodurans_aa	CAB13540.1	UDL00153.1
OG0000943	Deinococcus_radiodurans_aa	CAB13541.1	UDK99533.1
OG0000943	Rhodococcus_erythropolis_aa	CAB13541.1	ALU71393.1
OG0000944	Deinococcus_radiodurans_aa	CAB13542.1	UDL01101.1
OG0000944	Rhodococcus_erythropolis_aa	CAB13542.1	ALU71392.1
OG0000945	Deinococcus_radiodurans_aa	CAB13548.1	UDL01053.1
OG0000945	Rhodococcus_erythropolis_aa	CAB13548.1	ALU67827.1
OG0000946	Rhodococcus_erythropolis_aa	CAB13565.2	ALU70863.1, ALU71307.1
OG0000947	Rhodococcus_erythropolis_aa	CAB13566.2	ALU71306.1
OG0000947	Deinococcus_radiodurans_aa	CAB13566.2	UDL01357.1
OG0000948	Deinococcus_radiodurans_aa	CAB13567.2	UDL01359.1
OG0000948	Rhodococcus_erythropolis_aa	CAB13567.2	ALU71293.1
OG0000949	Rhodococcus_erythropolis_aa	CAB13574.1	ALU71287.1
OG0000949	Deinococcus_radiodurans_aa	CAB13574.1	UDL00284.1
OG0000950	Rhodococcus_erythropolis_aa	CAB13580.1	ALU69570.1
OG0000950	Deinococcus_radiodurans_aa	CAB13580.1	UDL00148.1
OG0000951	Deinococcus_radiodurans_aa	CAB13617.2	UDL00769.1
OG0000951	Rhodococcus_erythropolis_aa	CAB13617.2	ALU71283.1
OG0000952	Deinococcus_radiodurans_aa	CAB13627.2	UDK99343.1
OG0000952	Rhodococcus_erythropolis_aa	CAB13627.2	ALU71280.1
OG0000953	Rhodococcus_erythropolis_aa	CAB13630.1	ALU70493.1
OG0000953	Deinococcus_radiodurans_aa	CAB13630.1	UDK99635.1
OG0000955	Rhodococcus_erythropolis_aa	CAB14079.1, CAB13646.1	ALU73300.1
OG0000956	Deinococcus_radiodurans_aa	CAB13673.1	UDL01279.1
OG0000956	Rhodococcus_erythropolis_aa	CAB13673.1	ALU71047.1
OG0000957	Rhodococcus_erythropolis_aa	CAB13677.1	ALU72205.1
OG0000957	Deinococcus_radiodurans_aa	CAB13677.1	UDL00420.1
OG0000958	Rhodococcus_erythropolis_aa	CAB13684.1	ALU71024.1
OG0000958	Deinococcus_radiodurans_aa	CAB13684.1	UDL00798.1
OG0000959	Deinococcus_radiodurans_aa	CAB13690.1	UDL01065.1, UDK99956.1
OG0000960	Rhodococcus_erythropolis_aa	CAB13696.2	ALU71366.1, ALU68549.1
OG0000961	Rhodococcus_erythropolis_aa	CAB13705.1	ALU70202.1
OG0000961	Deinococcus_radiodurans_aa	CAB13705.1	UDL00285.1
OG0000962	Rhodococcus_erythropolis_aa	CAB13706.1	ALU67818.1, ALU70643.1
OG0000963	Deinococcus_radiodurans_aa	CAB13711.1	UDL01977.1, UDL01763.1
OG0000964	Rhodococcus_erythropolis_aa	CAB13718.1	ALU73159.1
OG0000964	Deinococcus_radiodurans_aa	CAB13718.1	UDK99376.1
OG0000965	Deinococcus_radiodurans_aa	CAB15627.1, CAB13724.1	UDL00620.1
OG0000967	Deinococcus_radiodurans_aa	CAB13754.2	UDL01991.1
OG0000967	Rhodococcus_erythropolis_aa	CAB13754.2	ALU68819.1
OG0000969	Rhodococcus_erythropolis_aa	CAB15314.1, CAB13759.1	ALU70498.1
OG0000970	Rhodococcus_erythropolis_aa	CAB15404.1, CAB13768.1	ALU70224.1
OG0000972	Deinococcus_radiodurans_aa	CAB13775.1, CAB15536.1	UDL02278.1
OG0000974	Deinococcus_radiodurans_aa	CAB13794.2	UDL02036.1
OG0000974	Rhodococcus_erythropolis_aa	CAB13794.2	ALU72609.1
OG0000975	Rhodococcus_erythropolis_aa	CAB15359.1, CAB13815.1	ALU72523.1
OG0000977	Rhodococcus_erythropolis_aa	CAB13829.3	ALU70052.1
OG0000977	Deinococcus_radiodurans_aa	CAB13829.3	UDK99483.1
OG0000978	Rhodococcus_erythropolis_aa	CAB13831.1	ALU70368.1, ALU72096.1
OG0000979	Rhodococcus_erythropolis_aa	CAB13836.1	ALU71400.1
OG0000979	Deinococcus_radiodurans_aa	CAB13836.1	UDK99315.1
OG0000980	Rhodococcus_erythropolis_aa	CAB13843.1, CAB16044.1	ALU68918.1
OG0000982	Deinococcus_radiodurans_aa	CAB13850.1, CAB15541.1	UDL00644.1
OG0000983	Deinococcus_radiodurans_aa	CAB13851.1	UDK99686.1
OG0000983	Rhodococcus_erythropolis_aa	CAB13851.1	ALU68450.1
OG0000984	Deinococcus_radiodurans_aa	CAB14086.1	UDL00493.1
OG0000984	Rhodococcus_erythropolis_aa	CAB14086.1	ALU71196.1
OG0000985	Deinococcus_radiodurans_aa	CAB14087.1	UDL00915.1
OG0000985	Rhodococcus_erythropolis_aa	CAB14087.1	ALU68058.1
OG0000986	Rhodococcus_erythropolis_aa	CAB14097.1	ALU69925.1
OG0000986	Deinococcus_radiodurans_aa	CAB14097.1	UDL00943.1
OG0000987	Rhodococcus_erythropolis_aa	CAB14099.1	ALU69722.1
OG0000987	Deinococcus_radiodurans_aa	CAB14099.1	UDL01623.1
OG0000988	Rhodococcus_erythropolis_aa	CAB14100.1	ALU69723.1
OG0000988	Deinococcus_radiodurans_aa	CAB14100.1	UDL01621.1
OG0000989	Rhodococcus_erythropolis_aa	CAB14105.2	ALU71572.1
OG0000989	Deinococcus_radiodurans_aa	CAB14105.2	UDL00268.1
OG0000990	Deinococcus_radiodurans_aa	CAB14139.1	UDK99276.1
OG0000990	Rhodococcus_erythropolis_aa	CAB14139.1	ALU67736.1
OG0000991	Rhodococcus_erythropolis_aa	CAB14150.1	ALU67764.1
OG0000991	Deinococcus_radiodurans_aa	CAB14150.1	UDK99485.1
OG0000992	Rhodococcus_erythropolis_aa	CAB14157.1	ALU73146.1
OG0000992	Deinococcus_radiodurans_aa	CAB14157.1	UDK99889.1
OG0000993	Deinococcus_radiodurans_aa	CAB14158.1	UDL01689.1
OG0000993	Rhodococcus_erythropolis_aa	CAB14158.1	ALU73147.1
OG0000994	Deinococcus_radiodurans_aa	CAB14159.1	UDL01606.1
OG0000994	Rhodococcus_erythropolis_aa	CAB14159.1	ALU70491.1
OG0000995	Rhodococcus_erythropolis_aa	CAB14160.1	ALU71778.1
OG0000995	Deinococcus_radiodurans_aa	CAB14160.1	UDL01360.1
OG0000996	Deinococcus_radiodurans_aa	CAB14161.1	UDL00323.1
OG0000996	Rhodococcus_erythropolis_aa	CAB14161.1	ALU68234.1
OG0000997	Deinococcus_radiodurans_aa	CAB14176.1	UDL00231.1
OG0000997	Rhodococcus_erythropolis_aa	CAB14176.1	ALU71729.1
OG0000998	Deinococcus_radiodurans_aa	CAB14177.1	UDL00258.1
OG0000998	Rhodococcus_erythropolis_aa	CAB14177.1	ALU67914.1
OG0000999	Deinococcus_radiodurans_aa	CAB14179.1	UDL00088.1
OG0000999	Rhodococcus_erythropolis_aa	CAB14179.1	ALU70753.1
OG0001000	Rhodococcus_erythropolis_aa	CAB14180.2	ALU70752.1
OG0001000	Deinococcus_radiodurans_aa	CAB14180.2	UDL00087.1
OG0001001	Deinococcus_radiodurans_aa	CAB14181.3	UDK99328.1
OG0001001	Rhodococcus_erythropolis_aa	CAB14181.3	ALU69355.1
OG0001002	Rhodococcus_erythropolis_aa	CAB14183.2	ALU70551.1
OG0001002	Deinococcus_radiodurans_aa	CAB14183.2	UDL00840.1
OG0001003	Rhodococcus_erythropolis_aa	CAB14186.1	ALU71099.1
OG0001003	Deinococcus_radiodurans_aa	CAB14186.1	UDK99945.1
OG0001004	Deinococcus_radiodurans_aa	CAB14187.3	UDK99943.1
OG0001004	Rhodococcus_erythropolis_aa	CAB14187.3	ALU71101.1
OG0001005	Rhodococcus_erythropolis_aa	CAB14189.1	ALU70351.1
OG0001005	Deinococcus_radiodurans_aa	CAB14189.1	UDL01506.1
OG0001006	Deinococcus_radiodurans_aa	CAB14190.1	UDL01679.1
OG0001006	Rhodococcus_erythropolis_aa	CAB14190.1	ALU72165.1
OG0001007	Deinococcus_radiodurans_aa	CAB14194.1	UDK99252.1
OG0001007	Rhodococcus_erythropolis_aa	CAB14194.1	ALU73154.1
OG0001008	Deinococcus_radiodurans_aa	CAB14200.1	UDL01330.1
OG0001008	Rhodococcus_erythropolis_aa	CAB14200.1	ALU70839.1
OG0001009	Deinococcus_radiodurans_aa	CAB14203.2	UDL00222.1
OG0001009	Rhodococcus_erythropolis_aa	CAB14203.2	ALU72915.1
OG0001010	Rhodococcus_erythropolis_aa	CAB14204.1	ALU70780.1
OG0001010	Deinococcus_radiodurans_aa	CAB14204.1	UDL01031.1
OG0001011	Deinococcus_radiodurans_aa	CAB14205.1	UDL01542.1
OG0001011	Rhodococcus_erythropolis_aa	CAB14205.1	ALU70838.1
OG0001012	Deinococcus_radiodurans_aa	CAB14239.2	UDL00411.1
OG0001012	Rhodococcus_erythropolis_aa	CAB14239.2	ALU71567.1
OG0001013	Deinococcus_radiodurans_aa	CAB14253.1	UDL00926.1
OG0001013	Rhodococcus_erythropolis_aa	CAB14253.1	ALU70836.1
OG0001014	Deinococcus_radiodurans_aa	CAB14257.1	UDK99357.1
OG0001014	Rhodococcus_erythropolis_aa	CAB14257.1	ALU71068.1
OG0001015	Rhodococcus_erythropolis_aa	CAB14258.1	ALU71069.1
OG0001015	Deinococcus_radiodurans_aa	CAB14258.1	UDK99356.1
OG0001016	Rhodococcus_erythropolis_aa	CAB14259.1	ALU71070.1
OG0001016	Deinococcus_radiodurans_aa	CAB14259.1	UDK99355.1
OG0001017	Rhodococcus_erythropolis_aa	CAB14260.1	ALU71071.1
OG0001017	Deinococcus_radiodurans_aa	CAB14260.1	UDK99354.1
OG0001018	Rhodococcus_erythropolis_aa	CAB14284.2	ALU70434.1
OG0001018	Deinococcus_radiodurans_aa	CAB14284.2	UDL00024.1
OG0001019	Deinococcus_radiodurans_aa	CAB14293.1	UDL00152.1
OG0001019	Rhodococcus_erythropolis_aa	CAB14293.1	ALU70832.1
OG0001020	Deinococcus_radiodurans_aa	CAB15804.1, CAB14313.2	UDK99790.1
OG0001021	Deinococcus_radiodurans_aa	CAB14314.1	UDL01221.1
OG0001021	Rhodococcus_erythropolis_aa	CAB14314.1	ALU70366.1
OG0001022	Rhodococcus_erythropolis_aa	CAB14323.2	ALU71779.1
OG0001022	Deinococcus_radiodurans_aa	CAB14323.2	UDL00435.1
OG0001023	Deinococcus_radiodurans_aa	CAB14324.2	UDL01066.1
OG0001023	Rhodococcus_erythropolis_aa	CAB14324.2	ALU70257.1
OG0001024	Rhodococcus_erythropolis_aa	CAB14339.1	ALU70149.1
OG0001024	Deinococcus_radiodurans_aa	CAB14339.1	UDK99358.1
OG0001025	Rhodococcus_erythropolis_aa	CAB14343.1	ALU69185.1, ALU72363.1
OG0001026	Rhodococcus_erythropolis_aa	CAB14347.2	ALU69210.1
OG0001026	Deinococcus_radiodurans_aa	CAB14347.2	UDL00203.1
OG0001027	Rhodococcus_erythropolis_aa	CAB14355.2	ALU70828.1
OG0001027	Deinococcus_radiodurans_aa	CAB14355.2	UDL00578.1
OG0001028	Deinococcus_radiodurans_aa	CAB14356.1	UDK99910.1
OG0001028	Rhodococcus_erythropolis_aa	CAB14356.1	ALU70813.1
OG0001029	Deinococcus_radiodurans_aa	CAB14358.1	UDL00576.1
OG0001029	Rhodococcus_erythropolis_aa	CAB14358.1	ALU71214.1
OG0001030	Deinococcus_radiodurans_aa	CAB14363.2	UDL01105.1
OG0001030	Rhodococcus_erythropolis_aa	CAB14363.2	ALU71094.1
OG0001031	Deinococcus_radiodurans_aa	CAB14376.2	UDK99325.1
OG0001031	Rhodococcus_erythropolis_aa	CAB14376.2	ALU71095.1
OG0001032	Deinococcus_radiodurans_aa	CAB14378.1	UDK99946.1
OG0001032	Rhodococcus_erythropolis_aa	CAB14378.1	ALU70339.1
OG0001033	Rhodococcus_erythropolis_aa	CAB14386.1	ALU70872.1
OG0001033	Deinococcus_radiodurans_aa	CAB14386.1	UDL00877.1
OG0001034	Rhodococcus_erythropolis_aa	CAB14394.1	ALU69275.1, ALU72424.1
OG0001035	Deinococcus_radiodurans_aa	CAB14410.1	UDL01555.1
OG0001035	Rhodococcus_erythropolis_aa	CAB14410.1	ALU71155.1
OG0001036	Rhodococcus_erythropolis_aa	CAB14420.1	ALU69793.1
OG0001036	Deinococcus_radiodurans_aa	CAB14420.1	UDL00881.1
OG0001037	Rhodococcus_erythropolis_aa	CAB14426.1	ALU69393.1
OG0001037	Deinococcus_radiodurans_aa	CAB14426.1	UDL01933.1
OG0001038	Rhodococcus_erythropolis_aa	CAB14427.2	ALU69392.1
OG0001038	Deinococcus_radiodurans_aa	CAB14427.2	UDL01932.1
OG0001039	Rhodococcus_erythropolis_aa	CAB14428.2	ALU69391.1
OG0001039	Deinococcus_radiodurans_aa	CAB14428.2	UDL01931.1
OG0001040	Rhodococcus_erythropolis_aa	CAB14429.1	ALU69390.1
OG0001040	Deinococcus_radiodurans_aa	CAB14429.1	UDL01930.1
OG0001041	Rhodococcus_erythropolis_aa	CAB14437.1	ALU71483.1
OG0001041	Deinococcus_radiodurans_aa	CAB14437.1	UDK99574.1
OG0001042	Rhodococcus_erythropolis_aa	CAB14446.2	ALU69946.1
OG0001042	Deinococcus_radiodurans_aa	CAB14446.2	UDL01194.1
OG0001043	Deinococcus_radiodurans_aa	CAB14447.1	UDK99318.1
