Orthogroup	Species	Rhodococcus_erythropolis_aa	Orthologs
OG0000825	Bacillus_subtilis_aa	ALU71236.1	CAB12825.2
OG0000825	Deinococcus_radiodurans_aa	ALU71236.1	UDL00283.1
OG0000826	Deinococcus_radiodurans_aa	ALU71203.1	UDL00269.1
OG0000826	Bacillus_subtilis_aa	ALU71203.1	CAB12852.1
OG0000827	Bacillus_subtilis_aa	ALU71016.1	CAB12853.1
OG0000827	Deinococcus_radiodurans_aa	ALU71016.1	UDL00267.1
OG0000828	Deinococcus_radiodurans_aa	ALU71202.1	UDL00266.1
OG0000828	Bacillus_subtilis_aa	ALU71202.1	CAB12854.1
OG0000829	Bacillus_subtilis_aa	ALU69052.1	CAB12872.1
OG0000829	Deinococcus_radiodurans_aa	ALU69052.1	UDL00588.1
OG0000830	Deinococcus_radiodurans_aa	ALU71300.1	UDL01481.1
OG0000830	Bacillus_subtilis_aa	ALU71300.1	CAB12877.1
OG0000832	Bacillus_subtilis_aa	ALU67972.1	CAB12895.1, CAB15815.1
OG0000834	Deinococcus_radiodurans_aa	ALU69948.1	UDL00980.1
OG0000834	Bacillus_subtilis_aa	ALU69948.1	CAB12904.3
OG0000835	Deinococcus_radiodurans_aa	ALU69949.1	UDL00981.1
OG0000835	Bacillus_subtilis_aa	ALU69949.1	CAB12905.2
OG0000838	Bacillus_subtilis_aa	ALU70570.1	CAB12920.1
OG0000838	Deinococcus_radiodurans_aa	ALU70570.1	UDL00021.1
OG0000840	Bacillus_subtilis_aa	ALU71032.1	CAB12956.1
OG0000840	Deinococcus_radiodurans_aa	ALU71032.1	UDL01195.1
OG0000841	Bacillus_subtilis_aa	ALU67988.1, ALU67859.1	CAB12958.3
OG0000842	Deinococcus_radiodurans_aa	ALU70808.1	UDL00108.1
OG0000842	Bacillus_subtilis_aa	ALU70808.1	CAB12960.2
OG0000843	Deinococcus_radiodurans_aa	ALU70809.1	UDL00782.1
OG0000843	Bacillus_subtilis_aa	ALU70809.1	CAB12961.2
OG0000844	Bacillus_subtilis_aa	ALU70810.1	CAB12962.1
OG0000844	Deinococcus_radiodurans_aa	ALU70810.1	UDL01455.1
OG0000845	Bacillus_subtilis_aa	ALU70812.1	CAB12966.1
OG0000845	Deinococcus_radiodurans_aa	ALU70812.1	UDK99291.1
OG0000846	Deinococcus_radiodurans_aa	ALU70467.1	UDL00993.1
OG0000846	Bacillus_subtilis_aa	ALU70467.1	CAB12975.1
OG0000847	Deinococcus_radiodurans_aa	ALU71878.1	UDK99738.1
OG0000847	Bacillus_subtilis_aa	ALU71878.1	CAB12999.1
OG0000848	Bacillus_subtilis_aa	ALU67749.1	CAB13153.2, CAB13000.1
OG0000850	Deinococcus_radiodurans_aa	ALU70321.1	UDL00147.1
OG0000850	Bacillus_subtilis_aa	ALU70321.1	CAB13013.1
OG0000851	Bacillus_subtilis_aa	ALU70827.1	CAB14932.1, CAB13018.1
OG0000852	Bacillus_subtilis_aa	ALU71128.1	CAB13020.1
OG0000852	Deinococcus_radiodurans_aa	ALU71128.1	UDL01273.1
OG0000853	Bacillus_subtilis_aa	ALU72392.1	CAB13026.1
OG0000853	Deinococcus_radiodurans_aa	ALU72392.1	UDL01945.1
OG0000854	Deinococcus_radiodurans_aa	ALU72387.1	UDL01944.1
OG0000854	Bacillus_subtilis_aa	ALU72387.1	CAB13028.1
OG0000855	Bacillus_subtilis_aa	ALU71017.1	CAB13029.2
OG0000855	Deinococcus_radiodurans_aa	ALU71017.1	UDL01016.1
OG0000856	Bacillus_subtilis_aa	ALU69988.1, ALU71701.1	CAB13080.1
OG0000862	Deinococcus_radiodurans_aa	ALU72873.1	UDL00909.1
OG0000862	Bacillus_subtilis_aa	ALU72873.1	CAB13149.2
OG0000864	Bacillus_subtilis_aa	ALU68824.1	CAB13155.1
OG0000864	Deinococcus_radiodurans_aa	ALU68824.1	UDL00935.1
OG0000865	Deinococcus_radiodurans_aa	ALU68697.1	UDL02010.1
OG0000865	Bacillus_subtilis_aa	ALU68697.1	CAB13161.1
OG0000867	Bacillus_subtilis_aa	ALU73458.1	CAB13168.2
OG0000867	Deinococcus_radiodurans_aa	ALU73458.1	UDK99764.1
OG0000868	Deinococcus_radiodurans_aa	ALU70356.1	UDL00893.1
OG0000868	Bacillus_subtilis_aa	ALU70356.1	CAB13169.2
OG0000869	Bacillus_subtilis_aa	ALU70367.1	CAB13170.2
OG0000869	Deinococcus_radiodurans_aa	ALU70367.1	UDL00892.1
OG0000870	Bacillus_subtilis_aa	ALU72299.1, ALU69479.1	CAB13175.2
OG0000871	Bacillus_subtilis_aa	ALU69786.1	CAB13182.1
OG0000871	Deinococcus_radiodurans_aa	ALU69786.1	UDK99911.1
OG0000873	Bacillus_subtilis_aa	ALU72164.1	CAB13222.1, CAB15904.1
OG0000875	Bacillus_subtilis_aa	ALU71630.1	CAB13303.1
OG0000875	Deinococcus_radiodurans_aa	ALU71630.1	UDL01598.1
OG0000876	Bacillus_subtilis_aa	ALU71275.1	CAB13312.1
OG0000876	Deinococcus_radiodurans_aa	ALU71275.1	UDL02201.1
OG0000877	Bacillus_subtilis_aa	ALU71276.1	CAB13313.1
OG0000877	Deinococcus_radiodurans_aa	ALU71276.1	UDL02200.1
OG0000880	Deinococcus_radiodurans_aa	ALU68259.1	UDL00125.1
OG0000880	Bacillus_subtilis_aa	ALU68259.1	CAB13332.1
OG0000881	Bacillus_subtilis_aa	ALU71232.1	CAB13340.1
OG0000881	Deinococcus_radiodurans_aa	ALU71232.1	UDL00780.1
OG0000882	Deinococcus_radiodurans_aa	ALU69984.1	UDL00328.1
OG0000882	Bacillus_subtilis_aa	ALU69984.1	CAB13350.1
OG0000883	Bacillus_subtilis_aa	ALU70542.1	CAB13362.1, CAB15843.2
OG0000884	Bacillus_subtilis_aa	ALU70549.1	CAB15841.1, CAB13364.1
OG0000885	Bacillus_subtilis_aa	ALU71542.1	CAB13374.2
OG0000885	Deinococcus_radiodurans_aa	ALU71542.1	UDK99821.1
OG0000886	Deinococcus_radiodurans_aa	ALU71541.1	UDK99820.1
OG0000886	Bacillus_subtilis_aa	ALU71541.1	CAB13375.1
OG0000887	Bacillus_subtilis_aa	ALU69341.1, ALU68620.1	CAB13377.1
OG0000888	Bacillus_subtilis_aa	ALU70580.1	CAB13386.1
OG0000888	Deinococcus_radiodurans_aa	ALU70580.1	UDL00930.1
OG0000889	Deinococcus_radiodurans_aa	ALU70587.1	UDL01503.1
OG0000889	Bacillus_subtilis_aa	ALU70587.1	CAB13393.1
OG0000890	Bacillus_subtilis_aa	ALU70589.1	CAB13395.2
OG0000890	Deinococcus_radiodurans_aa	ALU70589.1	UDK99804.1
OG0000891	Deinococcus_radiodurans_aa	ALU72269.1	UDK99806.1
OG0000891	Bacillus_subtilis_aa	ALU72269.1	CAB13396.1
OG0000892	Bacillus_subtilis_aa	ALU68189.1, ALU70864.1	CAB13399.2
OG0000893	Deinococcus_radiodurans_aa	ALU70592.1	UDK99809.1
OG0000893	Bacillus_subtilis_aa	ALU70592.1	CAB13402.2
OG0000894	Bacillus_subtilis_aa	ALU70593.1	CAB13411.1
OG0000894	Deinococcus_radiodurans_aa	ALU70593.1	UDL01015.1
OG0000895	Deinococcus_radiodurans_aa	ALU70594.1	UDL00482.1
OG0000895	Bacillus_subtilis_aa	ALU70594.1	CAB13412.1
OG0000896	Bacillus_subtilis_aa	ALU70600.1	CAB13417.2
OG0000896	Deinococcus_radiodurans_aa	ALU70600.1	UDL00451.1
OG0000898	Deinococcus_radiodurans_aa	ALU70607.1	UDL01407.1
OG0000898	Bacillus_subtilis_aa	ALU70607.1	CAB13419.1
OG0000899	Deinococcus_radiodurans_aa	ALU71093.1	UDL00246.1
OG0000899	Bacillus_subtilis_aa	ALU71093.1	CAB13421.1
OG0000900	Bacillus_subtilis_aa	ALU71092.1	CAB13423.2
OG0000900	Deinococcus_radiodurans_aa	ALU71092.1	UDL00245.1
OG0000901	Bacillus_subtilis_aa	ALU71091.1	CAB13424.2
OG0000901	Deinococcus_radiodurans_aa	ALU71091.1	UDL00242.1
OG0000902	Bacillus_subtilis_aa	ALU70881.1	CAB13428.1
OG0000902	Deinococcus_radiodurans_aa	ALU70881.1	UDK99683.1
OG0000903	Bacillus_subtilis_aa	ALU72477.1	CAB13430.1
OG0000903	Deinococcus_radiodurans_aa	ALU72477.1	UDK99631.1
OG0000904	Bacillus_subtilis_aa	ALU70395.1, ALU71700.1	CAB13436.1
OG0000905	Deinococcus_radiodurans_aa	ALU71084.1	UDL01311.1
OG0000905	Bacillus_subtilis_aa	ALU71084.1	CAB13441.2
OG0000906	Deinococcus_radiodurans_aa	ALU71082.1	UDK99760.1
OG0000906	Bacillus_subtilis_aa	ALU71082.1	CAB13443.1
OG0000907	Deinococcus_radiodurans_aa	ALU71080.1	UDL01597.1
OG0000907	Bacillus_subtilis_aa	ALU71080.1	CAB13444.1
OG0000908	Deinococcus_radiodurans_aa	ALU72382.1	UDL01447.1
OG0000908	Bacillus_subtilis_aa	ALU72382.1	CAB13445.1
OG0000909	Bacillus_subtilis_aa	ALU71075.1	CAB13446.1
OG0000909	Deinococcus_radiodurans_aa	ALU71075.1	UDL01448.1
OG0000910	Bacillus_subtilis_aa	ALU71074.1	CAB13447.1
OG0000910	Deinococcus_radiodurans_aa	ALU71074.1	UDL01198.1
OG0000911	Bacillus_subtilis_aa	ALU71487.1	CAB13448.1
OG0000911	Deinococcus_radiodurans_aa	ALU71487.1	UDL00082.1
OG0000912	Deinococcus_radiodurans_aa	ALU68183.1	UDL01519.1
OG0000912	Bacillus_subtilis_aa	ALU68183.1	CAB13449.1
OG0000913	Bacillus_subtilis_aa	ALU71072.1	CAB13452.1
OG0000913	Deinococcus_radiodurans_aa	ALU71072.1	UDL00512.1
OG0000914	Deinococcus_radiodurans_aa	ALU71545.1	UDK99578.1
OG0000914	Bacillus_subtilis_aa	ALU71545.1	CAB13457.1
OG0000915	Deinococcus_radiodurans_aa	ALU71466.1	UDK99566.1
OG0000915	Bacillus_subtilis_aa	ALU71466.1	CAB13459.1
OG0000916	Bacillus_subtilis_aa	ALU70468.1	CAB13465.1
OG0000916	Deinococcus_radiodurans_aa	ALU70468.1	UDL00994.1
OG0000917	Deinococcus_radiodurans_aa	ALU71537.1	UDL01303.1
OG0000917	Bacillus_subtilis_aa	ALU71537.1	CAB13466.1
OG0000918	Bacillus_subtilis_aa	ALU71532.1	CAB13467.2
OG0000918	Deinococcus_radiodurans_aa	ALU71532.1	UDL00572.1
OG0000919	Deinococcus_radiodurans_aa	ALU71531.1	UDL01283.1
OG0000919	Bacillus_subtilis_aa	ALU71531.1	CAB13468.1
OG0000920	Deinococcus_radiodurans_aa	ALU71527.1	UDL00902.1
OG0000920	Bacillus_subtilis_aa	ALU71527.1	CAB13471.1
OG0000921	Bacillus_subtilis_aa	ALU71525.1	CAB13472.1
OG0000921	Deinococcus_radiodurans_aa	ALU71525.1	UDL00414.1
OG0000922	Deinococcus_radiodurans_aa	ALU71524.1	UDL01054.1
OG0000922	Bacillus_subtilis_aa	ALU71524.1	CAB13473.1
OG0000923	Bacillus_subtilis_aa	ALU71523.1	CAB13475.1
OG0000923	Deinococcus_radiodurans_aa	ALU71523.1	UDL01055.1
OG0000924	Deinococcus_radiodurans_aa	ALU71522.1	UDL01056.1
OG0000924	Bacillus_subtilis_aa	ALU71522.1	CAB13476.1
OG0000925	Bacillus_subtilis_aa	ALU71512.1	CAB13477.2
OG0000925	Deinococcus_radiodurans_aa	ALU71512.1	UDK99923.1
OG0000926	Deinococcus_radiodurans_aa	ALU71510.1	UDL01001.1
OG0000926	Bacillus_subtilis_aa	ALU71510.1	CAB13479.1
OG0000927	Bacillus_subtilis_aa	ALU69755.1	CAB13482.1
OG0000927	Deinococcus_radiodurans_aa	ALU69755.1	UDL00371.1
OG0000928	Deinococcus_radiodurans_aa	ALU69756.1	UDL00372.1
OG0000928	Bacillus_subtilis_aa	ALU69756.1	CAB13483.1
OG0000929	Deinococcus_radiodurans_aa	ALU71502.1	UDK99326.1
OG0000929	Bacillus_subtilis_aa	ALU71502.1	CAB13484.1
OG0000931	Deinococcus_radiodurans_aa	ALU71495.1	UDL00611.1
OG0000931	Bacillus_subtilis_aa	ALU71495.1	CAB13522.1
OG0000932	Bacillus_subtilis_aa	ALU71494.1	CAB13523.1
OG0000932	Deinococcus_radiodurans_aa	ALU71494.1	UDL00610.1
OG0000933	Deinococcus_radiodurans_aa	ALU71493.1	UDL00609.1
OG0000933	Bacillus_subtilis_aa	ALU71493.1	CAB13524.2
OG0000934	Bacillus_subtilis_aa	ALU71492.1	CAB13525.1
OG0000934	Deinococcus_radiodurans_aa	ALU71492.1	UDL00608.1
OG0000935	Bacillus_subtilis_aa	ALU71491.1	CAB13527.1
OG0000935	Deinococcus_radiodurans_aa	ALU71491.1	UDL00607.1
OG0000936	Bacillus_subtilis_aa	ALU71485.1	CAB13528.2
OG0000936	Deinococcus_radiodurans_aa	ALU71485.1	UDL00606.1
OG0000937	Bacillus_subtilis_aa	ALU71484.1	CAB13529.1
OG0000937	Deinococcus_radiodurans_aa	ALU71484.1	UDL00605.1
OG0000938	Deinococcus_radiodurans_aa	ALU71408.1	UDL00865.1
OG0000938	Bacillus_subtilis_aa	ALU71408.1	CAB13532.1
OG0000939	Deinococcus_radiodurans_aa	ALU71407.1	UDL00866.1
OG0000939	Bacillus_subtilis_aa	ALU71407.1	CAB13533.1
OG0000940	Bacillus_subtilis_aa	ALU71402.1	CAB13538.1
OG0000940	Deinococcus_radiodurans_aa	ALU71402.1	UDL00059.1
OG0000941	Bacillus_subtilis_aa	ALU71397.1	CAB13539.1
OG0000941	Deinococcus_radiodurans_aa	ALU71397.1	UDL00442.1
OG0000942	Bacillus_subtilis_aa	ALU71394.1	CAB13540.1
OG0000942	Deinococcus_radiodurans_aa	ALU71394.1	UDL00153.1
OG0000943	Bacillus_subtilis_aa	ALU71393.1	CAB13541.1
OG0000943	Deinococcus_radiodurans_aa	ALU71393.1	UDK99533.1
OG0000944	Bacillus_subtilis_aa	ALU71392.1	CAB13542.1
OG0000944	Deinococcus_radiodurans_aa	ALU71392.1	UDL01101.1
OG0000945	Deinococcus_radiodurans_aa	ALU67827.1	UDL01053.1
OG0000945	Bacillus_subtilis_aa	ALU67827.1	CAB13548.1
OG0000946	Bacillus_subtilis_aa	ALU70863.1, ALU71307.1	CAB13565.2
OG0000947	Deinococcus_radiodurans_aa	ALU71306.1	UDL01357.1
OG0000947	Bacillus_subtilis_aa	ALU71306.1	CAB13566.2
OG0000948	Deinococcus_radiodurans_aa	ALU71293.1	UDL01359.1
OG0000948	Bacillus_subtilis_aa	ALU71293.1	CAB13567.2
OG0000949	Bacillus_subtilis_aa	ALU71287.1	CAB13574.1
OG0000949	Deinococcus_radiodurans_aa	ALU71287.1	UDL00284.1
OG0000950	Bacillus_subtilis_aa	ALU69570.1	CAB13580.1
OG0000950	Deinococcus_radiodurans_aa	ALU69570.1	UDL00148.1
OG0000951	Deinococcus_radiodurans_aa	ALU71283.1	UDL00769.1
OG0000951	Bacillus_subtilis_aa	ALU71283.1	CAB13617.2
OG0000952	Deinococcus_radiodurans_aa	ALU71280.1	UDK99343.1
OG0000952	Bacillus_subtilis_aa	ALU71280.1	CAB13627.2
OG0000953	Bacillus_subtilis_aa	ALU70493.1	CAB13630.1
OG0000953	Deinococcus_radiodurans_aa	ALU70493.1	UDK99635.1
OG0000955	Bacillus_subtilis_aa	ALU73300.1	CAB14079.1, CAB13646.1
OG0000956	Deinococcus_radiodurans_aa	ALU71047.1	UDL01279.1
OG0000956	Bacillus_subtilis_aa	ALU71047.1	CAB13673.1
OG0000957	Bacillus_subtilis_aa	ALU72205.1	CAB13677.1
OG0000957	Deinococcus_radiodurans_aa	ALU72205.1	UDL00420.1
OG0000958	Bacillus_subtilis_aa	ALU71024.1	CAB13684.1
OG0000958	Deinococcus_radiodurans_aa	ALU71024.1	UDL00798.1
OG0000960	Bacillus_subtilis_aa	ALU71366.1, ALU68549.1	CAB13696.2
OG0000961	Bacillus_subtilis_aa	ALU70202.1	CAB13705.1
OG0000961	Deinococcus_radiodurans_aa	ALU70202.1	UDL00285.1
OG0000962	Bacillus_subtilis_aa	ALU67818.1, ALU70643.1	CAB13706.1
OG0000964	Bacillus_subtilis_aa	ALU73159.1	CAB13718.1
OG0000964	Deinococcus_radiodurans_aa	ALU73159.1	UDK99376.1
OG0000967	Deinococcus_radiodurans_aa	ALU68819.1	UDL01991.1
OG0000967	Bacillus_subtilis_aa	ALU68819.1	CAB13754.2
OG0000969	Bacillus_subtilis_aa	ALU70498.1	CAB15314.1, CAB13759.1
OG0000970	Bacillus_subtilis_aa	ALU70224.1	CAB15404.1, CAB13768.1
OG0000974	Deinococcus_radiodurans_aa	ALU72609.1	UDL02036.1
OG0000974	Bacillus_subtilis_aa	ALU72609.1	CAB13794.2
OG0000975	Bacillus_subtilis_aa	ALU72523.1	CAB15359.1, CAB13815.1
OG0000977	Bacillus_subtilis_aa	ALU70052.1	CAB13829.3
OG0000977	Deinococcus_radiodurans_aa	ALU70052.1	UDK99483.1
OG0000978	Bacillus_subtilis_aa	ALU70368.1, ALU72096.1	CAB13831.1
OG0000979	Bacillus_subtilis_aa	ALU71400.1	CAB13836.1
OG0000979	Deinococcus_radiodurans_aa	ALU71400.1	UDK99315.1
OG0000980	Bacillus_subtilis_aa	ALU68918.1	CAB13843.1, CAB16044.1
OG0000983	Bacillus_subtilis_aa	ALU68450.1	CAB13851.1
OG0000983	Deinococcus_radiodurans_aa	ALU68450.1	UDK99686.1
OG0000984	Deinococcus_radiodurans_aa	ALU71196.1	UDL00493.1
OG0000984	Bacillus_subtilis_aa	ALU71196.1	CAB14086.1
OG0000985	Deinococcus_radiodurans_aa	ALU68058.1	UDL00915.1
OG0000985	Bacillus_subtilis_aa	ALU68058.1	CAB14087.1
OG0000986	Deinococcus_radiodurans_aa	ALU69925.1	UDL00943.1
OG0000986	Bacillus_subtilis_aa	ALU69925.1	CAB14097.1
OG0000987	Bacillus_subtilis_aa	ALU69722.1	CAB14099.1
OG0000987	Deinococcus_radiodurans_aa	ALU69722.1	UDL01623.1
OG0000988	Bacillus_subtilis_aa	ALU69723.1	CAB14100.1
OG0000988	Deinococcus_radiodurans_aa	ALU69723.1	UDL01621.1
OG0000989	Bacillus_subtilis_aa	ALU71572.1	CAB14105.2
OG0000989	Deinococcus_radiodurans_aa	ALU71572.1	UDL00268.1
OG0000990	Deinococcus_radiodurans_aa	ALU67736.1	UDK99276.1
OG0000990	Bacillus_subtilis_aa	ALU67736.1	CAB14139.1
OG0000991	Deinococcus_radiodurans_aa	ALU67764.1	UDK99485.1
OG0000991	Bacillus_subtilis_aa	ALU67764.1	CAB14150.1
OG0000992	Bacillus_subtilis_aa	ALU73146.1	CAB14157.1
OG0000992	Deinococcus_radiodurans_aa	ALU73146.1	UDK99889.1
OG0000993	Bacillus_subtilis_aa	ALU73147.1	CAB14158.1
OG0000993	Deinococcus_radiodurans_aa	ALU73147.1	UDL01689.1
OG0000994	Deinococcus_radiodurans_aa	ALU70491.1	UDL01606.1
OG0000994	Bacillus_subtilis_aa	ALU70491.1	CAB14159.1
OG0000995	Bacillus_subtilis_aa	ALU71778.1	CAB14160.1
OG0000995	Deinococcus_radiodurans_aa	ALU71778.1	UDL01360.1
OG0000996	Deinococcus_radiodurans_aa	ALU68234.1	UDL00323.1
OG0000996	Bacillus_subtilis_aa	ALU68234.1	CAB14161.1
OG0000997	Deinococcus_radiodurans_aa	ALU71729.1	UDL00231.1
OG0000997	Bacillus_subtilis_aa	ALU71729.1	CAB14176.1
OG0000998	Deinococcus_radiodurans_aa	ALU67914.1	UDL00258.1
OG0000998	Bacillus_subtilis_aa	ALU67914.1	CAB14177.1
OG0000999	Deinococcus_radiodurans_aa	ALU70753.1	UDL00088.1
OG0000999	Bacillus_subtilis_aa	ALU70753.1	CAB14179.1
OG0001000	Deinococcus_radiodurans_aa	ALU70752.1	UDL00087.1
OG0001000	Bacillus_subtilis_aa	ALU70752.1	CAB14180.2
OG0001001	Deinococcus_radiodurans_aa	ALU69355.1	UDK99328.1
OG0001001	Bacillus_subtilis_aa	ALU69355.1	CAB14181.3
OG0001002	Bacillus_subtilis_aa	ALU70551.1	CAB14183.2
OG0001002	Deinococcus_radiodurans_aa	ALU70551.1	UDL00840.1
OG0001003	Bacillus_subtilis_aa	ALU71099.1	CAB14186.1
OG0001003	Deinococcus_radiodurans_aa	ALU71099.1	UDK99945.1
OG0001004	Deinococcus_radiodurans_aa	ALU71101.1	UDK99943.1
OG0001004	Bacillus_subtilis_aa	ALU71101.1	CAB14187.3
OG0001005	Deinococcus_radiodurans_aa	ALU70351.1	UDL01506.1
OG0001005	Bacillus_subtilis_aa	ALU70351.1	CAB14189.1
OG0001006	Deinococcus_radiodurans_aa	ALU72165.1	UDL01679.1
OG0001006	Bacillus_subtilis_aa	ALU72165.1	CAB14190.1
OG0001007	Deinococcus_radiodurans_aa	ALU73154.1	UDK99252.1
OG0001007	Bacillus_subtilis_aa	ALU73154.1	CAB14194.1
OG0001008	Deinococcus_radiodurans_aa	ALU70839.1	UDL01330.1
OG0001008	Bacillus_subtilis_aa	ALU70839.1	CAB14200.1
OG0001009	Bacillus_subtilis_aa	ALU72915.1	CAB14203.2
OG0001009	Deinococcus_radiodurans_aa	ALU72915.1	UDL00222.1
OG0001010	Deinococcus_radiodurans_aa	ALU70780.1	UDL01031.1
OG0001010	Bacillus_subtilis_aa	ALU70780.1	CAB14204.1
OG0001011	Deinococcus_radiodurans_aa	ALU70838.1	UDL01542.1
OG0001011	Bacillus_subtilis_aa	ALU70838.1	CAB14205.1
OG0001012	Deinococcus_radiodurans_aa	ALU71567.1	UDL00411.1
OG0001012	Bacillus_subtilis_aa	ALU71567.1	CAB14239.2
OG0001013	Deinococcus_radiodurans_aa	ALU70836.1	UDL00926.1
OG0001013	Bacillus_subtilis_aa	ALU70836.1	CAB14253.1
OG0001014	Bacillus_subtilis_aa	ALU71068.1	CAB14257.1
OG0001014	Deinococcus_radiodurans_aa	ALU71068.1	UDK99357.1
OG0001015	Bacillus_subtilis_aa	ALU71069.1	CAB14258.1
OG0001015	Deinococcus_radiodurans_aa	ALU71069.1	UDK99356.1
OG0001016	Bacillus_subtilis_aa	ALU71070.1	CAB14259.1
OG0001016	Deinococcus_radiodurans_aa	ALU71070.1	UDK99355.1
OG0001017	Deinococcus_radiodurans_aa	ALU71071.1	UDK99354.1
OG0001017	Bacillus_subtilis_aa	ALU71071.1	CAB14260.1
OG0001018	Deinococcus_radiodurans_aa	ALU70434.1	UDL00024.1
OG0001018	Bacillus_subtilis_aa	ALU70434.1	CAB14284.2
OG0001019	Bacillus_subtilis_aa	ALU70832.1	CAB14293.1
OG0001019	Deinococcus_radiodurans_aa	ALU70832.1	UDL00152.1
OG0001021	Bacillus_subtilis_aa	ALU70366.1	CAB14314.1
OG0001021	Deinococcus_radiodurans_aa	ALU70366.1	UDL01221.1
OG0001022	Deinococcus_radiodurans_aa	ALU71779.1	UDL00435.1
OG0001022	Bacillus_subtilis_aa	ALU71779.1	CAB14323.2
OG0001023	Bacillus_subtilis_aa	ALU70257.1	CAB14324.2
OG0001023	Deinococcus_radiodurans_aa	ALU70257.1	UDL01066.1
OG0001024	Deinococcus_radiodurans_aa	ALU70149.1	UDK99358.1
OG0001024	Bacillus_subtilis_aa	ALU70149.1	CAB14339.1
OG0001025	Bacillus_subtilis_aa	ALU69185.1, ALU72363.1	CAB14343.1
OG0001026	Deinococcus_radiodurans_aa	ALU69210.1	UDL00203.1
OG0001026	Bacillus_subtilis_aa	ALU69210.1	CAB14347.2
OG0001027	Deinococcus_radiodurans_aa	ALU70828.1	UDL00578.1
OG0001027	Bacillus_subtilis_aa	ALU70828.1	CAB14355.2
OG0001028	Bacillus_subtilis_aa	ALU70813.1	CAB14356.1
OG0001028	Deinococcus_radiodurans_aa	ALU70813.1	UDK99910.1
OG0001029	Deinococcus_radiodurans_aa	ALU71214.1	UDL00576.1
OG0001029	Bacillus_subtilis_aa	ALU71214.1	CAB14358.1
OG0001030	Deinococcus_radiodurans_aa	ALU71094.1	UDL01105.1
OG0001030	Bacillus_subtilis_aa	ALU71094.1	CAB14363.2
OG0001031	Bacillus_subtilis_aa	ALU71095.1	CAB14376.2
OG0001031	Deinococcus_radiodurans_aa	ALU71095.1	UDK99325.1
OG0001032	Deinococcus_radiodurans_aa	ALU70339.1	UDK99946.1
OG0001032	Bacillus_subtilis_aa	ALU70339.1	CAB14378.1
OG0001033	Deinococcus_radiodurans_aa	ALU70872.1	UDL00877.1
OG0001033	Bacillus_subtilis_aa	ALU70872.1	CAB14386.1
OG0001034	Bacillus_subtilis_aa	ALU69275.1, ALU72424.1	CAB14394.1
OG0001035	Deinococcus_radiodurans_aa	ALU71155.1	UDL01555.1
OG0001035	Bacillus_subtilis_aa	ALU71155.1	CAB14410.1
OG0001036	Deinococcus_radiodurans_aa	ALU69793.1	UDL00881.1
OG0001036	Bacillus_subtilis_aa	ALU69793.1	CAB14420.1
OG0001037	Bacillus_subtilis_aa	ALU69393.1	CAB14426.1
OG0001037	Deinococcus_radiodurans_aa	ALU69393.1	UDL01933.1
OG0001038	Deinococcus_radiodurans_aa	ALU69392.1	UDL01932.1
OG0001038	Bacillus_subtilis_aa	ALU69392.1	CAB14427.2
OG0001039	Deinococcus_radiodurans_aa	ALU69391.1	UDL01931.1
OG0001039	Bacillus_subtilis_aa	ALU69391.1	CAB14428.2
OG0001040	Deinococcus_radiodurans_aa	ALU69390.1	UDL01930.1
OG0001040	Bacillus_subtilis_aa	ALU69390.1	CAB14429.1
OG0001041	Deinococcus_radiodurans_aa	ALU71483.1	UDK99574.1
OG0001041	Bacillus_subtilis_aa	ALU71483.1	CAB14437.1
OG0001042	Deinococcus_radiodurans_aa	ALU69946.1	UDL01194.1
OG0001042	Bacillus_subtilis_aa	ALU69946.1	CAB14446.2
OG0001043	Deinococcus_radiodurans_aa	ALU70482.1	UDK99318.1
OG0001043	Bacillus_subtilis_aa	ALU70482.1	CAB14447.1
OG0001044	Bacillus_subtilis_aa	ALU70446.1	CAB14451.2
OG0001044	Deinococcus_radiodurans_aa	ALU70446.1	UDK99781.1
OG0001045	Deinococcus_radiodurans_aa	ALU70431.1	UDK99982.1
OG0001045	Bacillus_subtilis_aa	ALU70431.1	CAB14457.2
OG0001046	Deinococcus_radiodurans_aa	ALU70414.1	UDK99824.1
OG0001046	Bacillus_subtilis_aa	ALU70414.1	CAB14458.1
OG0001047	Bacillus_subtilis_aa	ALU71842.1	CAB14459.1
OG0001047	Deinococcus_radiodurans_aa	ALU71842.1	UDL01208.1
OG0001048	Deinococcus_radiodurans_aa	ALU70412.1	UDL01128.1
OG0001048	Bacillus_subtilis_aa	ALU70412.1	CAB14461.2
OG0001049	Deinococcus_radiodurans_aa	ALU70411.1	UDL01035.1
OG0001049	Bacillus_subtilis_aa	ALU70411.1	CAB14476.2
OG0001050	Bacillus_subtilis_aa	ALU70406.1	CAB14486.1
OG0001050	Deinococcus_radiodurans_aa	ALU70406.1	UDL00617.1
OG0001052	Bacillus_subtilis_aa	ALU72520.1	CAB14489.1
OG0001052	Deinococcus_radiodurans_aa	ALU72520.1	UDK99334.1
OG0001053	Bacillus_subtilis_aa	ALU72519.1	CAB14490.1
OG0001053	Deinococcus_radiodurans_aa	ALU72519.1	UDK99333.1
OG0001054	Deinococcus_radiodurans_aa	ALU70384.1	UDL00279.1
OG0001054	Bacillus_subtilis_aa	ALU70384.1	CAB14493.1
OG0001055	Deinococcus_radiodurans_aa	ALU70378.1	UDL00429.1
OG0001055	Bacillus_subtilis_aa	ALU70378.1	CAB14497.2
