Orthogroup	Bacillus_subtilis_aa	Deinococcus_radiodurans_aa	Rhodococcus_erythropolis_aa
OG0001377			ALU68406.1, ALU72296.1, ALU72593.1
OG0001378			ALU68428.1, ALU70213.1, ALU72215.1
OG0001379			ALU68434.1, ALU71905.1, ALU71979.1
OG0001380			ALU68448.1, ALU68546.1, ALU69733.1
OG0001381			ALU68461.1, ALU68854.1, ALU73181.1
OG0001382			ALU68497.1, ALU72378.1, ALU72704.1
OG0001383			ALU68518.1, ALU70062.1, ALU70067.1
OG0001384			ALU68533.1, ALU71746.1, ALU73030.1
OG0001385			ALU68560.1, ALU68731.1, ALU69243.1
OG0001386			ALU68562.1, ALU71995.1, ALU72365.1
OG0001387			ALU68591.1, ALU69047.1, ALU71114.1
OG0001388			ALU68656.1, ALU71470.1, ALU71898.1
OG0001389			ALU68704.1, ALU70648.1, ALU70937.1
OG0001390			ALU68721.1, ALU68872.1, ALU69847.1
OG0001391			ALU68724.1, ALU72827.1, ALU72828.1
OG0001392			ALU68759.1, ALU68767.1, ALU70305.1
OG0001393			ALU68772.1, ALU70177.1, ALU72987.1
OG0001394			ALU68796.1, ALU70186.1, ALU70633.1
OG0001395			ALU68818.1, ALU73553.1, ALU73726.1
OG0001396			ALU68832.1, ALU68912.1, ALU71684.1
OG0001397			ALU68873.1, ALU68881.1, ALU71663.1
OG0001398			ALU68941.1, ALU69023.1, ALU69046.1
OG0001399			ALU69086.1, ALU70492.1, ALU71194.1
OG0001400			ALU69114.1, ALU72498.1, ALU73028.1
OG0001401			ALU69129.1, ALU73098.1, ALU73561.1
OG0001402			ALU69133.1, ALU73311.1, ALU73312.1
OG0001403			ALU69168.1, ALU70253.1, ALU72796.1
OG0001404			ALU69277.1, ALU72322.1, ALU72426.1
OG0001405			ALU69293.1, ALU72950.1, ALU73130.1
OG0001406			ALU69322.1, ALU70123.1, ALU72129.1
OG0001407			ALU69356.1, ALU70859.1, ALU71278.1
OG0001408			ALU69422.1, ALU70109.1, ALU72410.1
OG0001409			ALU69423.1, ALU70110.1, ALU72409.1
OG0001410			ALU69440.1, ALU70277.1, ALU73666.1
OG0001411			ALU69604.1, ALU71459.1, ALU72342.1
OG0001412			ALU69615.1, ALU72509.1, ALU72511.1
OG0001413			ALU69668.1, ALU69998.1, ALU70874.1
OG0001414			ALU69744.1, ALU70670.1, ALU72851.1
OG0001415			ALU69770.1, ALU70183.1, ALU72644.1
OG0001416			ALU69803.1, ALU72270.1, ALU72271.1
OG0001417			ALU69837.1, ALU72894.1, ALU73090.1
OG0001418			ALU69838.1, ALU72895.1, ALU73089.1
OG0001419			ALU69887.1, ALU72545.1, ALU72556.1
OG0001420			ALU69888.1, ALU72546.1, ALU72557.1
OG0001421			ALU69897.1, ALU70021.1, ALU70022.1
OG0001422			ALU70001.1, ALU71148.1, ALU72390.1
OG0001423			ALU70066.1, ALU71840.1, ALU73405.1
OG0001424			ALU70252.1, ALU70437.1, ALU71875.1
OG0001425			ALU70294.1, ALU72072.1, ALU72074.1
OG0001426			ALU70564.1, ALU72235.1, ALU72473.1
OG0001427			ALU70926.1, ALU71254.1, ALU71808.1
OG0001428			ALU71151.1, ALU71836.1, ALU72267.1
OG0001429			ALU71481.1, ALU72804.1, ALU72805.1
OG0001430			ALU71501.1, ALU73138.1, ALU73385.1
OG0001431			ALU71747.1, ALU73032.1, ALU73033.1
OG0001432			ALU71936.1, ALU73619.1, ALU73648.1
OG0001433			ALU72097.1, ALU72986.1, ALU73450.1
OG0001434			ALU72108.1, ALU72574.1, ALU72575.1
OG0001435			ALU72294.1, ALU72584.1, ALU72596.1
OG0001436			ALU72482.1, ALU72483.1, ALU72484.1
OG0001437			ALU72525.1, ALU72526.1, ALU73598.1
OG0001438			ALU72643.1, ALU73316.1, ALU73571.1
OG0001439			ALU72682.1, ALU72979.1, ALU73545.1
OG0001440			ALU72699.1, ALU73541.1, ALU73544.1
OG0001441			ALU73284.1, ALU73491.1, ALU73622.1
OG0001442			ALU73331.1, ALU73365.1, ALU73386.1
OG0001443			ALU73370.1, ALU73408.1, ALU73471.1
OG0001444			ALU73371.1, ALU73555.1, ALU73769.1
OG0001445	CAB11790.1	UDK99494.1	
OG0001446	CAB11791.1	UDK99495.1	
OG0001447	CAB11802.1, CAB12088.1		
OG0001448	CAB11805.1	UDL00530.1	
OG0001449	CAB11807.1		ALU67732.1
OG0001450	CAB11808.1	UDL01517.1	
OG0001451	CAB11835.1		ALU69208.1
OG0001452	CAB11839.1	UDL00829.1	
OG0001453	CAB11843.1		ALU73157.1
OG0001454	CAB11847.1	UDL00132.1	
OG0001455	CAB11864.1		ALU73099.1
OG0001456	CAB11865.1	UDL00254.1	
OG0001457	CAB11869.1		ALU72780.1
OG0001458	CAB11905.1		ALU72014.1
OG0001459	CAB11934.1		ALU72725.1
OG0001460	CAB11951.2	UDK99223.1	
OG0001461	CAB11965.1, CAB12399.2		
OG0001462	CAB11995.1, CAB15292.2		
OG0001463	CAB12006.2, CAB15452.1		
OG0001464	CAB12014.1, CAX52614.1		
OG0001465	CAB12017.1		ALU72434.1
OG0001466	CAB12021.1		ALU72357.1
OG0001467	CAB12029.1, CAB13262.1		
OG0001468	CAB12041.1		ALU68675.1
OG0001469	CAB12045.2, CAB13096.2		
OG0001470	CAB12053.1, CAB13667.1		
OG0001471	CAB12055.2		ALU69326.1
OG0001472	CAB12056.2		ALU69173.1
OG0001473	CAB12059.1	UDK99672.1	
OG0001474	CAB12060.2		ALU73417.1
OG0001475	CAB12070.1	UDL01677.1	
OG0001476	CAB12073.1, CAB12074.1		
OG0001477	CAB12077.1, CAB12201.1		
OG0001478	CAB12096.2		ALU68102.1
OG0001479	CAB12102.2		ALU69001.1
OG0001480	CAB12104.2, CAB14523.2		
OG0001481	CAB12108.2	UDL00526.1	
OG0001482	CAB12112.1		ALU68682.1
OG0001483	CAB12116.2, CAB12486.1		
OG0001484	CAB12120.1		ALU68530.1
OG0001485	CAB12121.1, CAB15201.2		
OG0001486	CAB12137.3, CAB14516.1		
OG0001487	CAB12139.1		ALU73473.1
OG0001488	CAB12140.1		ALU73474.1
OG0001489	CAB12153.2		ALU72418.1
OG0001490	CAB12157.1	UDL01594.1	
OG0001491	CAB12158.1	UDK99526.1	
OG0001492	CAB12175.2		ALU72802.1
OG0001493	CAB12218.1, CAB14092.1		
OG0001494	CAB12221.1		ALU68185.1
OG0001495	CAB12237.1		ALU72564.1
OG0001496	CAB12239.1		ALU71220.1
OG0001497	CAB12241.1		ALU70614.1
OG0001498	CAB12246.1, CAB12846.1		
OG0001499	CAB12248.1		ALU71124.1
OG0001500	CAB12257.1, CAB12737.1		
OG0001501	CAB12262.1, CAB14962.1		
OG0001502	CAB12272.1, CAB13900.1		
OG0001503	CAB12275.1	UDL02162.1	
OG0001504	CAB12276.1	UDL02163.1	
OG0001505	CAB12278.1, CAB14279.1		
OG0001506	CAB12279.1, CAB14278.1		
OG0001507	CAB12283.1		ALU69194.1
OG0001508	CAB12284.1		ALU69195.1
OG0001509	CAB12285.2		ALU71514.1
OG0001510	CAB12293.1		ALU73638.1
OG0001511	CAB12295.1, CAB12296.1		
OG0001512	CAB12312.1, CAB12313.1		
OG0001513	CAB12314.1, CAB14617.1		
OG0001514	CAB12317.1, CAB14050.1		
OG0001515	CAB12318.1, CAB13771.1		
OG0001516	CAB12320.1		ALU73095.1
OG0001517	CAB12323.1		ALU69485.1
OG0001518	CAB12324.1		ALU68949.1
OG0001519	CAB12330.1		ALU71415.1
OG0001520	CAB12338.1		ALU69729.1
OG0001521	CAB12339.1		ALU68514.1
OG0001522	CAB12347.1		ALU67715.1
OG0001523	CAB12352.1	UDL00716.1	
OG0001524	CAB12353.1, CAB14599.1		
OG0001525	CAB12370.1, CAB12925.2		
OG0001526	CAB12387.1		ALU71499.1
OG0001527	CAB12396.1, CAB16023.2		
OG0001528	CAB12397.1, CAB15787.1		
OG0001529	CAB12400.1, CAB15885.1		
OG0001530	CAB12401.2, CAB15883.1		
OG0001531	CAB12409.1		ALU71549.1
OG0001532	CAB12425.1		ALU70206.1
OG0001533	CAB12426.1		ALU67916.1
OG0001534	CAB12429.1	UDL02266.1	
OG0001535	CAB12441.1	UDL00971.1	
OG0001536	CAB12443.1		ALU70139.1
OG0001537	CAB12450.2		ALU68017.1
OG0001538	CAB12453.2		ALU71020.1
OG0001539	CAB12479.1		ALU69953.1
OG0001540	CAB12491.2	UDK99908.1	
OG0001541	CAB12507.1		ALU73141.1
OG0001542	CAB12511.1		ALU70667.1
OG0001543	CAB12524.1, CAB12525.1		
OG0001544	CAB12527.1, CAB15418.1		
OG0001545	CAB12531.1, CAB14995.1		
OG0001546	CAB12539.1	UDL00050.1	
OG0001547	CAB12548.1, CAB12550.1		
OG0001548	CAB12556.1		ALU69831.1
OG0001549	CAB12574.1		ALU69452.1
OG0001550	CAB12575.1, CAB13005.2		
OG0001551	CAB12579.1	UDL02246.1	
OG0001552	CAB12586.1		ALU68706.1
OG0001553	CAB12597.1, CAB13561.1		
OG0001554	CAB12613.1	UDL00813.1	
OG0001555	CAB12617.1		ALU70479.1
OG0001556	CAB12621.1	UDK99562.1	
OG0001557	CAB12628.2		ALU69468.1
OG0001558	CAB12635.1		ALU69595.1
OG0001559	CAB12636.1		ALU69596.1
OG0001560	CAB12641.1		ALU69252.1
OG0001561	CAB12642.1, CAB12643.1		
OG0001562	CAB12653.2	UDL00837.1	
OG0001563	CAB12659.1		ALU72836.1
OG0001564	CAB12661.1, CAB12662.1		
OG0001565	CAB12663.1		ALU70295.1
OG0001566	CAB12668.1	UDL00005.1	
OG0001567	CAB12670.1		ALU72475.1
OG0001568	CAB12674.1		ALU67925.1
OG0001569	CAB12680.1		ALU70526.1
OG0001570	CAB12685.1, CAB15614.1		
OG0001571	CAB12714.2		ALU68904.1
OG0001572	CAB12719.2	UDL00562.1	
OG0001573	CAB12723.1, CAB12724.2		
OG0001574	CAB12727.1		ALU70203.1
OG0001575	CAB12730.1	UDL01983.1	
OG0001576	CAB12735.1, CAB16052.1		
OG0001577	CAB12759.2		ALU71833.1
OG0001578	CAB12777.1		ALU68698.1
OG0001579	CAB12782.2, CAB15914.1		
OG0001580	CAB12786.1, CAB13826.1		
OG0001581	CAB12807.1, CAB14288.1		
OG0001582	CAB12816.2, CAB12817.1		
OG0001583	CAB12820.1		ALU69492.1
OG0001584	CAB12829.2		ALU69627.1
OG0001585	CAB12830.2		ALU69626.1
OG0001586	CAB12844.1, CAB14979.1		
OG0001587	CAB12860.1	UDL00092.1	
OG0001588	CAB12862.1	UDK99831.1	
OG0001589	CAB12864.1		ALU70272.1
OG0001590	CAB12866.1		ALU69808.1
OG0001591	CAB12867.2		ALU67870.1
OG0001592	CAB12871.1	UDL00977.1	
OG0001593	CAB12885.1, CAB13849.1		
OG0001594	CAB12886.1, CAX52639.1		
OG0001595	CAB12899.1	UDL02173.1	
OG0001596	CAB12914.1, CAB15623.1		
OG0001597	CAB12926.1		ALU68658.1
OG0001598	CAB12934.1	UDL00511.1	
OG0001599	CAB12938.1, CAB13555.2		
OG0001600	CAB12942.1		ALU72163.1
OG0001601	CAB12944.1, CAB15382.1		
OG0001602	CAB12946.2, CAB15381.1		
OG0001603	CAB12947.1, CAB15380.1		
OG0001604	CAB12950.1, CAB13343.1		
OG0001605	CAB12992.1, CAB13070.2		
OG0001606	CAB13009.1, CAB14213.1		
OG0001607	CAB13011.2	UDL00713.1	
OG0001608	CAB13021.1		ALU67921.1
OG0001609	CAB13022.1		ALU70158.1
OG0001610	CAB13024.1		ALU72394.1
OG0001611	CAB13031.1, CAB13032.1		
OG0001612	CAB13036.1, CAB13712.1		
OG0001613	CAB13046.1		ALU69796.1
OG0001614	CAB13050.1, CAB14563.1		
OG0001615	CAB13053.1, CAB14561.1		
OG0001616	CAB13054.1		ALU70307.1
OG0001617	CAB13055.1		ALU69353.1
OG0001618	CAB13063.1		ALU71726.1
OG0001619	CAB13074.1, CAB14665.1		
OG0001620	CAB13081.1		ALU69314.1
OG0001621	CAB13084.1	UDK99874.1	
OG0001622	CAB13098.1	UDK99267.1	
OG0001623	CAB13107.3, CAB14579.1		
OG0001624	CAB13112.1, CAB14565.1		
OG0001625	CAB13115.1, CAB14560.1		
OG0001626	CAB13116.2, CAB14559.1		
OG0001627	CAB13117.2, CAB14556.2		
OG0001628	CAB13118.1, CAB14555.2		
OG0001629	CAB13119.1, CAB14552.1		
OG0001630	CAB13120.1, CAB14551.1		
OG0001631	CAB13121.1, CAB14550.2		
OG0001632	CAB13122.2, CAB14549.2		
OG0001633	CAB13123.1, CAB14547.2		
OG0001634	CAB13125.2, CAB14544.2		
OG0001635	CAB13127.1, CAB14542.1		
OG0001636	CAB13128.1, CAB14541.1		
OG0001637	CAB13129.1, CAB14540.1		
OG0001638	CAB13130.1, CAB14539.1		
OG0001639	CAB13131.1, CAB14538.2		
OG0001640	CAB13133.1, CAB14535.1		
OG0001641	CAB13137.1, CAB14061.1		
OG0001642	CAB13142.1	UDL00074.1	
OG0001643	CAB13148.1, CAB14502.1		
OG0001644	CAB13172.1		ALU69454.1
OG0001645	CAB13184.1, CAB13185.1		
OG0001646	CAB13186.1, CAB13265.1		
OG0001647	CAB13187.1		ALU70024.1
OG0001648	CAB13197.1		ALU69241.1
OG0001649	CAB13198.1		ALU71030.1
OG0001650	CAB13241.1, CAB14950.1		
OG0001651	CAB13242.1, CAB14951.1		
OG0001652	CAB13258.1	UDL01852.1	
OG0001653	CAB13271.2, CAB14430.1		
OG0001654	CAB13277.1, CAB14325.1		
OG0001655	CAB13287.1, CAB14628.1		
OG0001656	CAB13299.1	UDK99823.1	
OG0001657	CAB13306.1	UDL01093.1	
OG0001658	CAB13308.1, CAB15319.1		
OG0001659	CAB13318.1	UDL01219.1	
OG0001660	CAB13354.1		ALU69932.1
OG0001661	CAB13359.1		ALU71543.1
OG0001662	CAB13360.1	UDL01780.1	
OG0001663	CAB13378.2		ALU71681.1
OG0001664	CAB13380.1		ALU71539.1
OG0001665	CAB13382.1, CAB15789.1		
OG0001666	CAB13385.2	UDL00731.1	
OG0001667	CAB13398.2		ALU70866.1
OG0001668	CAB13400.1		ALU70865.1
OG0001669	CAB13401.2	UDK99808.1	
OG0001670	CAB13408.2		ALU71605.1
OG0001671	CAB13410.1, CAB13545.1		
OG0001672	CAB13413.3		ALU70595.1
OG0001673	CAB13416.1		ALU70598.1
OG0001674	CAB13438.1	UDK99739.1	
OG0001675	CAB13439.1		ALU71460.1
OG0001676	CAB13451.1		ALU71730.1
OG0001677	CAB13456.1	UDK99577.1	
OG0001678	CAB13458.1	UDK99679.1	
OG0001679	CAB13462.1	UDL01741.1	
OG0001680	CAB13478.1, CAB14779.1		
OG0001681	CAB13481.1, CAB13511.1		
OG0001682	CAB13486.1	UDK99409.1	
OG0001683	CAB13505.1, CAB13518.1		
OG0001684	CAB13516.2	UDL02134.1	
OG0001685	CAB13557.2, CAB15768.1		
OG0001686	CAB13569.1	UDL01473.1	
OG0001687	CAB13570.2	UDL00404.1	
OG0001688	CAB13571.1	UDL00743.1	
OG0001689	CAB13577.2	UDL00179.1	
OG0001690	CAB13578.1	UDL00773.1	
OG0001691	CAB13579.1		ALU69569.1
OG0001692	CAB13631.1, CAX52628.1		
OG0001693	CAB13632.1, CAB14078.1		
OG0001694	CAB13633.1, CAB14067.1		
OG0001695	CAB13650.1, CAB13893.1		
OG0001696	CAB13653.2, CAB14623.1		
OG0001697	CAB13665.1, CAB14010.1		
OG0001698	CAB13668.1, CAB14521.2		
OG0001699	CAB13687.1	UDL00060.1	
OG0001700	CAB13691.1	UDK99736.1	
OG0001701	CAB13700.1		ALU67987.1
OG0001702	CAB13708.1		ALU72058.1
OG0001703	CAB13709.1		ALU72044.1
OG0001704	CAB13719.1		ALU69579.1
OG0001705	CAB13743.1	UDL00568.1	
OG0001706	CAB13747.1, CAB14736.2		
OG0001707	CAB13762.1, CAB13779.1		
OG0001708	CAB13788.1, CAB14070.1		
OG0001709	CAB13798.1		ALU72383.1
OG0001710	CAB13806.1	UDL01607.1	
OG0001711	CAB13827.1		ALU70805.1
OG0001712	CAB13840.2		ALU70610.1
OG0001713	CAB13854.1	UDL01196.1	
OG0001714	CAB13856.1		ALU69563.1
OG0001715	CAB13860.1	UDL01807.1	
OG0001716	CAB13875.1, CAB13970.1		
OG0001717	CAB13944.1, CAX52633.1		
OG0001718	CAB14081.1	UDK99779.1	
OG0001719	CAB14084.1, CAB14518.2		
OG0001720	CAB14101.1, CAB15218.1		
OG0001721	CAB14104.1, CAB14330.1		
OG0001722	CAB14108.1		ALU72824.1
OG0001723	CAB14116.1		ALU67897.1
OG0001724	CAB14118.1		ALU70928.1
OG0001725	CAB14121.1	UDL00821.1	
OG0001726	CAB14122.1	UDL01127.1	
OG0001727	CAB14124.1	UDL00704.1	
OG0001728	CAB14125.1	UDL01439.1	
OG0001729	CAB14140.1		ALU70190.1
OG0001730	CAB14152.1	UDL00392.1	
OG0001731	CAB14163.2	UDL01384.1	
OG0001732	CAB14165.1		ALU71352.1
OG0001733	CAB14210.1	UDK99626.1	
OG0001734	CAB14211.2	UDL01613.1	
OG0001735	CAB14254.1		ALU70835.1
OG0001736	CAB14267.1, CAX52560.1		
OG0001737	CAB14274.1, CAX52659.1		
OG0001738	CAB14281.1		ALU71832.1
OG0001739	CAB14282.2	UDL01167.1	
OG0001740	CAB14289.2		ALU68602.1
OG0001741	CAB14299.1	UDL01535.1	
OG0001742	CAB14307.1, CAB16123.1		
OG0001743	CAB14308.2		ALU69927.1
OG0001744	CAB14316.1	UDK99467.1	
OG0001745	CAB14318.2		ALU70991.1
OG0001746	CAB14327.1		ALU69818.1
OG0001747	CAB14329.1	UDL00168.1	
OG0001748	CAB14335.1	UDK99246.1	
OG0001749	CAB14338.2	UDL00256.1	
OG0001750	CAB14344.2		ALU69184.1
OG0001751	CAB14351.2, CAB15581.1		
OG0001752	CAB14357.2		ALU70826.1
OG0001753	CAB14361.2		ALU69944.1
OG0001754	CAB14366.1	UDK99324.1	
OG0001755	CAB14384.1		ALU71358.1
OG0001756	CAB14388.2		ALU70530.1
OG0001757	CAB14403.1	UDL00928.1	
OG0001758	CAB14404.1	UDL01738.1	
OG0001759	CAB14449.1, CAB15544.1		
OG0001760	CAB14453.1	UDL00805.1	
OG0001761	CAB14460.2	UDL01129.1	
OG0001762	CAB14482.1		ALU67783.1
OG0001763	CAB14491.1		ALU70404.1
OG0001764	CAB14505.1	UDL01779.1	
OG0001765	CAB14506.1		ALU70370.1
OG0001766	CAB14510.1	UDL01014.1	
OG0001767	CAB14520.2		ALU70622.1
OG0001768	CAB14537.1, CAX52606.1		
OG0001769	CAB14553.2, CAX52603.1		
OG0001770	CAB14578.1	UDL00119.1	
OG0001771	CAB14596.1		ALU72891.1
OG0001772	CAB14605.1		ALU69652.1
OG0001773	CAB14610.1, CAB14938.1		
OG0001774	CAB14611.1		ALU69514.1
OG0001775	CAB14621.1		ALU68456.1
OG0001776	CAB14633.2, CAB14634.2		
OG0001777	CAB14636.1, CAB14639.1		
OG0001778	CAB14643.2		ALU72298.1
OG0001779	CAB14653.1	UDK99221.1	
OG0001780	CAB14656.1		ALU68035.1
OG0001781	CAB14662.1, CAB15832.1		
OG0001782	CAB14675.1	UDK99359.1	
OG0001783	CAB14681.1		ALU71106.1
OG0001784	CAB14685.1		ALU72398.1
OG0001785	CAB14718.2	UDL00047.1	
OG0001786	CAB14721.1	UDL00262.1	
OG0001787	CAB14730.2		ALU71163.1
OG0001788	CAB14732.1	UDL00667.1	
OG0001789	CAB14745.1		ALU70661.1
OG0001790	CAB14746.1		ALU70663.1
OG0001791	CAB14747.1		ALU70662.1
OG0001792	CAB14759.1	UDK99920.1	
OG0001793	CAB14767.2	UDL01103.1	
OG0001794	CAB14790.2		ALU71569.1
OG0001795	CAB14793.1		ALU69643.1
OG0001796	CAB14811.2, CAB14832.2		
OG0001797	CAB14818.1	UDL01024.1	
OG0001798	CAB14829.1	UDL00807.1	
OG0001799	CAB14831.2		ALU69952.1
OG0001800	CAB14838.1		ALU69735.1
OG0001801	CAB14841.2, CAB15969.2		
OG0001802	CAB14851.1, CAB15858.1		
OG0001803	CAB14852.1		ALU69662.1
OG0001804	CAB14857.1		ALU71005.1
OG0001805	CAB14867.2, CAB15711.1		
OG0001806	CAB14873.1	UDL00634.1	
OG0001807	CAB14877.1		ALU70961.1
OG0001808	CAB14880.1	UDL00341.1	
OG0001809	CAB14888.1		ALU71001.1
OG0001810	CAB14897.1, CAB14898.1		
OG0001811	CAB14899.1, CAB15987.2		
OG0001812	CAB14901.2	UDK99222.1	
OG0001813	CAB14931.1	UDL01131.1	
OG0001814	CAB14934.2		ALU68503.1
OG0001815	CAB14940.1	UDK99654.1	
OG0001816	CAB14953.1	UDL00146.1	
OG0001817	CAB14954.1	UDL00898.1	
OG0001818	CAB14985.1		ALU69811.1
OG0001819	CAB14988.1	UDL00476.1	
OG0001820	CAB14999.1		ALU70639.1
OG0001821	CAB15001.1		ALU70637.1
OG0001822	CAB15004.1, CAB15422.1		
OG0001823	CAB15021.1, CAB15022.1		
OG0001824	CAB15024.1		ALU68892.1
OG0001825	CAB15031.1		ALU72353.1
OG0001826	CAB15034.2	UDL00122.1	
OG0001827	CAB15040.1		ALU68431.1
OG0001828	CAB15045.1	UDL01406.1	
OG0001829	CAB15048.1		ALU69783.1
OG0001830	CAB15058.1		ALU72176.1
OG0001831	CAB15059.1		ALU73116.1
OG0001832	CAB15060.1		ALU72170.1
OG0001833	CAB15068.1, CAB15070.1		
OG0001834	CAB15073.1	UDK99773.1	
OG0001835	CAB15078.1	UDK99330.1	
OG0001836	CAB15079.1		ALU67708.1
OG0001837	CAB15083.2		ALU72091.1
OG0001838	CAB15086.1, CAB15807.1		
OG0001839	CAB15092.1		ALU73144.1
OG0001840	CAB15095.1		ALU71858.1
OG0001841	CAB15098.1		ALU73580.1
OG0001842	CAB15100.1		ALU73581.1
OG0001843	CAB15106.2	UDL01587.1	
OG0001844	CAB15120.1	UDK99394.1	
OG0001845	CAB15125.1, CAB15126.1		
OG0001846	CAB15143.2	UDL01108.1	
OG0001847	CAB15147.1, CAB15903.1		
OG0001848	CAB15150.1	UDL00038.1	
OG0001849	CAB15153.2	UDL00042.1	
OG0001850	CAB15176.2		ALU71989.1
OG0001851	CAB15187.1		ALU71344.1
OG0001852	CAB15188.1		ALU71345.1
OG0001853	CAB15190.2		ALU71346.1
OG0001854	CAB15196.1	UDL01104.1	
OG0001855	CAB15204.2	UDL00762.1	
OG0001856	CAB15212.1		ALU71384.1
OG0001857	CAB15215.1		ALU70231.1
OG0001858	CAB15242.1	UDL00464.1	
OG0001859	CAB15243.1	UDL00288.1	
OG0001860	CAB15244.1	UDL00687.1	
OG0001861	CAB15257.1		ALU71033.1
OG0001862	CAB15273.2	UDL01487.1	
OG0001863	CAB15287.1		ALU69188.1
OG0001864	CAB15342.1		ALU72237.1
OG0001865	CAB15349.1		ALU68570.1
OG0001866	CAB15352.1	UDK99922.1	
OG0001867	CAB15366.1	UDK99544.1	
OG0001868	CAB15419.1, CAB15464.1		
OG0001869	CAB15424.1	UDL00967.1	
OG0001870	CAB15442.1, CAB15643.1		
OG0001871	CAB15448.1		ALU68764.1
OG0001872	CAB15467.1	UDL00277.1	
OG0001873	CAB15480.1		ALU71063.1
OG0001874	CAB15498.1	UDL00550.1	
OG0001875	CAB15502.1		ALU70480.1
OG0001876	CAB15515.1		ALU72193.1
OG0001877	CAB15553.1, CAB15557.1		
OG0001878	CAB15571.1	UDL02110.1	
OG0001879	CAB15583.1	UDL00653.1	
OG0001880	CAB15589.1, CAB15593.1		
OG0001881	CAB15605.1	UDL01804.1	
OG0001882	CAB15612.1		ALU67805.1
OG0001883	CAB15613.1		ALU68957.1
OG0001884	CAB15652.1		ALU69661.1
OG0001885	CAB15654.2	UDL00210.1	
OG0001886	CAB15662.1		ALU70694.1
OG0001887	CAB15664.1		ALU69441.1
OG0001888	CAB15674.1, CAB15678.1		
OG0001889	CAB15679.1		ALU68782.1
OG0001890	CAB15682.1		ALU67941.1
OG0001891	CAB15697.1		ALU70248.1
OG0001892	CAB15699.1		ALU70246.1
OG0001893	CAB15700.1		ALU70245.1
OG0001894	CAB15701.1		ALU70244.1
OG0001895	CAB15703.1		ALU70242.1
OG0001896	CAB15709.1		ALU70329.1
OG0001897	CAB15723.1	UDL01032.1	
OG0001898	CAB15748.1	UDL00886.1	
OG0001899	CAB15771.1, CAB15772.1		
OG0001900	CAB15775.1		ALU67664.1
OG0001901	CAB15819.2	UDL00929.1	
OG0001902	CAB15828.1		ALU70857.1
OG0001903	CAB15846.1		ALU68699.1
OG0001904	CAB15849.1	UDK99660.1	
OG0001905	CAB15852.1		ALU69894.1
OG0001906	CAB15853.1		ALU69895.1
OG0001907	CAB15854.2		ALU69896.1
OG0001908	CAB15856.1		ALU70502.1
OG0001909	CAB15861.1	UDL01558.1	
OG0001910	CAB15862.1	UDK99263.1	
OG0001911	CAB15871.1		ALU69476.1
OG0001912	CAB15875.1		ALU72192.1
OG0001913	CAB15880.2		ALU68515.1
OG0001914	CAB15888.1	UDL01112.1	
OG0001915	CAB15897.1		ALU69097.1
OG0001916	CAB15900.1		ALU69378.1
OG0001917	CAB15901.1		ALU69377.1
OG0001918	CAB15921.2, CAB15922.3		
OG0001919	CAB15923.2		ALU71814.1
OG0001920	CAB15927.1		ALU70012.1
OG0001921	CAB15952.1		ALU70790.1
OG0001922	CAB15988.1		ALU69540.1
OG0001923	CAB15991.1	UDL00447.1	
OG0001924	CAB16004.1		ALU70341.1
OG0001925	CAB16005.1		ALU71873.1
OG0001926	CAB16006.2		ALU71872.1
OG0001927	CAB16009.2		ALU71870.1
OG0001928	CAB16011.2		ALU71869.1
OG0001929	CAB16012.1		ALU71874.1
OG0001930	CAB16018.1		ALU69200.1
OG0001931	CAB16038.1		ALU69979.1
OG0001932	CAB16041.2		ALU70538.1
OG0001933	CAB16060.1	UDK99796.1	
OG0001934	CAB16080.1		ALU69631.1
OG0001935	CAB16092.1	UDL01568.1	
OG0001936	CAB16094.1		ALU72281.1
OG0001937	CAB16102.1		ALU67883.1
OG0001938	CAB16104.2		ALU69405.1
OG0001939	CAB16112.1	UDL01420.1	
OG0001940	CAB16113.1		ALU70942.1
OG0001941	CAB16122.1		ALU68566.1
OG0001942	CAB16138.1	UDK99243.1	
OG0001943	CAB16139.1	UDL00158.1	
OG0001944	CAB16142.1		ALU68215.1
OG0001945	CAE01461.2		ALU72162.1
OG0001946	CAE01469.1	UDL01823.1	
OG0001947	CAX52540.1		ALU69438.1
OG0001948	CAX52553.1, CAX52649.1		
OG0001949	CAX52600.1, CAX52645.1		
OG0001950	CAX52604.1, CAX52664.1		
OG0001951	CAX52631.1	UDL01345.1	
OG0001952	CAX52685.1		ALU72885.1
OG0001953	CAX52713.1	UDL00554.1	
OG0001954	SOX90563.1, SOX90576.1		
OG0001955		UDK99227.1	ALU72333.1
OG0001956		UDK99236.1	ALU70488.1
OG0001957		UDK99270.1	ALU70176.1
OG0001958		UDK99288.1	ALU70181.1
OG0001959		UDK99290.1	ALU70915.1
OG0001960		UDK99304.1	ALU70576.1
OG0001961		UDK99320.1	ALU69560.1
OG0001962		UDK99321.1	ALU73161.1
OG0001963		UDK99337.1	ALU72289.1
OG0001964		UDK99353.1	ALU73016.1
OG0001965		UDK99386.1	ALU73757.1
OG0001966		UDK99392.1	ALU69163.1
OG0001967		UDK99401.1	ALU69407.1
OG0001968		UDK99405.1, UDL00672.1	
OG0001969		UDK99406.1, UDK99408.1	
OG0001970		UDK99416.1	ALU71787.1
OG0001971		UDK99417.1	ALU71786.1
OG0001972		UDK99434.1	ALU69217.1
